Baseline Temp (°C),Trial Duration (min),Std Dev (Temp),Avg Latency (ms),Avg Power (W),Avg Duty (%),# PID,# NN1(fast),# NN2(slow),Efficiency Score
16.0,45.01,1.027,13.378,14.225,26.133,1592,271,310,0.005118
