Timestamp,Temperature (C),Duty Cycle (%),Latency (ms),Power (W),Model,Confidence (%)
2025-07-25 13:23:45,28.29,0,14.1,0.001,PID,20.0
2025-07-25 13:23:46,28.47,57.13,16.54,4.524,NN_FAST,58.709
2025-07-25 13:23:47,28.13,58.51,16.988,7.254,NN_FAST,81.12
2025-07-25 13:23:48,28.22,61.07,10.229,9.296,NN_FAST,72.642
2025-07-25 13:23:50,28.16,63.85,7.826,7.969,NN_FAST,80.887
2025-07-25 13:23:51,27.8,61.74,17.022,9.557,NN_FAST,58.62
2025-07-25 13:23:52,27.61,59.62,14.257,10.816,NN_FAST,72.898
2025-07-25 13:23:53,27.51,61.93,11.251,11.841,NN_FAST,67.756
2025-07-25 13:23:54,27.41,64.05,10.652,11.841,NN_FAST,82.602
2025-07-25 13:23:55,27.43,64.3,17.424,13.85,NN_FAST,81.329
2025-07-25 13:23:57,27.15,62.6,9.598,17.522,NN_FAST,70.872
2025-07-25 13:23:58,26.93,72.54,9.503,19.388,NN_FAST,64.959
2025-07-25 13:23:59,26.64,75.09,9.502,21.224,NN_FAST,66.832
2025-07-25 13:24:00,26.52,78.33,8.372,22.921,NN_FAST,67.442
2025-07-25 13:24:01,26.44,83.06,16.958,25.174,NN_FAST,48.153
2025-07-25 13:24:03,26.15,76.65,15.221,25.257,NN_FAST,66.772
2025-07-25 13:24:04,25.96,76.53,17.303,25.246,NN_FAST,74.288
2025-07-25 13:24:05,25.77,75.44,7.204,26.775,NN_FAST,62.862
2025-07-25 13:24:06,25.48,87.62,14.899,28.951,NN_FAST,57.016
2025-07-25 13:24:07,25.52,82.41,15.718,29.037,NN_FAST,79.894
2025-07-25 13:24:09,25.32,81.43,14.215,29.13,NN_FAST,74.55
2025-07-25 13:24:10,25.02,81.53,17.309,27.421,NN_FAST,70.464
2025-07-25 13:24:11,24.84,76.4,14.594,25.956,NN_FAST,79.906
2025-07-25 13:24:12,24.69,73.68,17.48,24.502,NN_FAST,59.309
2025-07-25 13:24:13,24.38,69.26,17.369,24.155,NN_FAST,55.797
2025-07-25 13:24:15,24.26,68.22,7.389,25.636,NN_FAST,74.354
2025-07-25 13:24:16,24.08,77.49,14.258,25.74,NN_FAST,80.839
2025-07-25 13:24:17,23.96,70.86,10.578,25.729,NN_FAST,73.698
2025-07-25 13:24:18,23.89,73.05,13.724,25.695,NN_FAST,78.328
2025-07-25 13:24:19,23.59,69.64,15.817,25.53,NN_FAST,61.567
2025-07-25 13:24:21,23.4,68.24,9.002,25.38,NN_FAST,73.265
2025-07-25 13:24:22,23.42,72.18,17.52,25.516,NN_FAST,71.653
2025-07-25 13:24:23,23.09,66.81,11.919,25.218,NN_FAST,62.288
2025-07-25 13:24:24,23.09,67.46,13.53,23.946,NN_FAST,66.019
2025-07-25 13:24:25,22.85,63.84,10.049,22.039,NN_FAST,73.29
2025-07-25 13:24:26,22.6,60.13,6.712,22.025,NN_FAST,87.381
2025-07-25 13:24:28,22.61,62.89,15.886,21.768,NN_FAST,89.701
2025-07-25 13:24:29,22.41,57.72,12.967,20.043,NN_FAST,72.306
2025-07-25 13:24:30,22.37,54.92,11.73,19.733,NN_FAST,77.5
2025-07-25 13:24:31,22.17,53.95,6.233,21.412,NN_FAST,69.055
2025-07-25 13:24:32,22.01,59.02,13.416,19.845,NN_FAST,79.107
2025-07-25 13:24:34,22.11,53.59,15.266,19.5,NN_FAST,73.622
2025-07-25 13:24:35,21.77,51.21,13.165,19.322,NN_FAST,76.803
2025-07-25 13:24:36,21.57,50.82,13.302,20.331,NN_FAST,73.391
2025-07-25 13:24:37,21.56,52.66,11.933,20.331,NN_FAST,61.747
2025-07-25 13:24:38,21.43,52.53,17.474,18.651,NN_FAST,90.48
2025-07-25 13:24:40,21.38,47.07,13.101,18.493,NN_FAST,59.917
2025-07-25 13:24:41,21.07,47.54,16.902,18.339,NN_FAST,66.899
2025-07-25 13:24:42,21.16,45.86,16.745,18.19,NN_FAST,77.482
