Baseline Temp (°C),Trial Duration (min),Std Dev (Temp),Avg Latency (ms),Avg Power (W),Avg Duty (%),# PID,# NN1(fast),# NN2(slow),Efficiency Score
16.0,45.02,1.492,13.776,15.722,33.043,177,391,1684,0.003095
